seqnames	start	end	width	strand	ID	type	counts	frequency
7	64953000	64963000	10001	*	7_64953000_64963000	gain	11	0.18
7	64960000	64963000	3001	*	7_64960000_64963000	gain	11	0.18
7	64983000	65050000	67001	*	7_64983000_65050000	gain	11	0.18
7	65040000	65059000	19001	*	7_65040000_65059000	gain	31	0.52
7	65042000	65057000	15001	*	7_65042000_65057000	gain	31	0.52
7	65216000	65288000	72001	*	7_65216000_65288000	gain	6	0.1
7	98408000	98410000	2001	*	7_98408000_98410000	gain	13	0.22
7	100545000	100647000	102001	*	7_100545000_100647000	gain	57	0.95
7	100546000	100550000	4001	*	7_100546000_100550000	gain	5	0.08
7	100546000	100641000	95001	*	7_100546000_100641000	gain	57	0.95
7	100546000	100645000	99001	*	7_100546000_100645000	gain	57	0.95
7	100547000	100553000	6001	*	7_100547000_100553000	gain	5	0.08
7	100550000	100551000	1001	*	7_100550000_100551000	gain	4	0.07
7	100550000	100552000	2001	*	7_100550000_100552000	gain	5	0.08
7	100638000	100646000	8001	*	7_100638000_100646000	gain	39	0.65
7	100641000	100645000	4001	*	7_100641000_100645000	gain	39	0.65
7	101987000	101998000	11001	*	7_101987000_101998000	gain	13	0.22
7	102121000	102327000	206001	*	7_102121000_102327000	gain	27	0.45
7	102122000	102315000	193001	*	7_102122000_102315000	gain	27	0.45
7	102280000	102315000	35001	*	7_102280000_102315000	gain	7	0.12
7	102280000	102322000	42001	*	7_102280000_102322000	gain	7	0.12
7	102280000	102327000	47001	*	7_102280000_102327000	gain	7	0.12
7	112439000	112479000	40001	*	7_112439000_112479000	gain	2	0.03
7	116223000	116224000	1001	*	7_116223000_116224000	gain	14	0.23
7	136510000	136511000	1001	*	7_136510000_136511000	gain	6	0.1
7	138306000	138307000	1001	*	7_138306000_138307000	gain	2	0.03
7	141741000	141742000	1001	*	7_141741000_141742000	gain	2	0.03
7	142042000	142048000	6001	*	7_142042000_142048000	gain	3	0.05
7	143441000	143498000	57001	*	7_143441000_143498000	gain	9	0.15
7	143441000	143499000	58001	*	7_143441000_143499000	gain	9	0.15
7	143532000	143572000	40001	*	7_143532000_143572000	gain	7	0.12
7	143533000	143570000	37001	*	7_143533000_143570000	gain	7	0.12
7	143539000	143550000	11001	*	7_143539000_143550000	gain	24	0.4
7	143540000	143548000	8001	*	7_143540000_143548000	gain	24	0.4
7	143878000	143912000	34001	*	7_143878000_143912000	gain	6	0.1
7	143878000	143926000	48001	*	7_143878000_143926000	gain	7	0.12
7	143878000	143932000	54001	*	7_143878000_143932000	gain	8	0.13
7	143878000	144074000	196001	*	7_143878000_144074000	gain	28	0.47
7	143897000	143907000	10001	*	7_143897000_143907000	gain	2	0.03
7	143926000	143983000	57001	*	7_143926000_143983000	gain	21	0.35
7	143972000	144040000	68001	*	7_143972000_144040000	gain	25	0.42
7	144477000	144478000	1001	*	7_144477000_144478000	gain	2	0.03
7	144889000	144891000	2001	*	7_144889000_144891000	gain	13	0.22
7	150606000	150608000	2001	*	7_150606000_150608000	gain	36	0.6
7	151970000	151989000	19001	*	7_151970000_151989000	gain	39	0.65
7	152098000	152114000	16001	*	7_152098000_152114000	gain	60	1
7	157939000	157945000	6001	*	7_157939000_157945000	gain	29	0.48
7	158122000	158137000	15001	*	7_158122000_158137000	gain	2	0.03
7	158387000	158388000	1001	*	7_158387000_158388000	gain	6	0.1
8	96000	98000	2001	*	8_96000_98000	gain	2	0.03
8	2184000	2285000	101001	*	8_2184000_2285000	gain	60	1
8	2195000	2285000	90001	*	8_2195000_2285000	gain	60	1
8	2247000	2263000	16001	*	8_2247000_2263000	gain	3	0.05
8	2266000	2285000	19001	*	8_2266000_2285000	gain	7	0.12
8	6828000	6879000	51001	*	8_6828000_6879000	gain	20	0.33
8	6829000	6879000	50001	*	8_6829000_6879000	gain	20	0.33
8	7111000	7153000	42001	*	8_7111000_7153000	gain	3	0.05
8	7112000	7153000	41001	*	8_7112000_7153000	gain	3	0.05
8	7136000	7140000	4001	*	8_7136000_7140000	gain	4	0.07
8	7137000	7140000	3001	*	8_7137000_7140000	gain	4	0.07
8	7201000	7281000	80001	*	8_7201000_7281000	gain	11	0.18
8	7201000	7745000	544001	*	8_7201000_7745000	gain	10	0.17
8	7201000	7799000	598001	*	8_7201000_7799000	gain	10	0.17
8	7206000	7228000	22001	*	8_7206000_7228000	gain	18	0.3
8	7206000	7525000	319001	*	8_7206000_7525000	gain	14	0.23
8	7234000	7280000	46001	*	8_7234000_7280000	gain	22	0.37
8	7268000	7281000	13001	*	8_7268000_7281000	gain	5	0.08
8	7272000	7281000	9001	*	8_7272000_7281000	gain	5	0.08
8	7425000	7443000	18001	*	8_7425000_7443000	gain	4	0.07
8	7425000	7444000	19001	*	8_7425000_7444000	gain	4	0.07
8	7430000	7434000	4001	*	8_7430000_7434000	gain	2	0.03
8	7437000	7442000	5001	*	8_7437000_7442000	gain	2	0.03
8	7439000	7462000	23001	*	8_7439000_7462000	gain	2	0.03
8	7444000	7473000	29001	*	8_7444000_7473000	gain	2	0.03
8	7621000	7799000	178001	*	8_7621000_7799000	gain	5	0.08
8	7622000	7627000	5001	*	8_7622000_7627000	gain	33	0.55
8	7622000	7799000	177001	*	8_7622000_7799000	gain	5	0.08
8	7623000	7627000	4001	*	8_7623000_7627000	gain	33	0.55
8	7627000	7745000	118001	*	8_7627000_7745000	gain	5	0.08
8	7627000	7773000	146001	*	8_7627000_7773000	gain	5	0.08
8	7627000	7797000	170001	*	8_7627000_7797000	gain	5	0.08
8	7627000	7799000	172001	*	8_7627000_7799000	gain	5	0.08
8	7754000	7799000	45001	*	8_7754000_7799000	gain	4	0.07
8	7873000	7928000	55001	*	8_7873000_7928000	gain	8	0.13
8	7874000	7890000	16001	*	8_7874000_7890000	gain	35	0.58
8	7874000	7891000	17001	*	8_7874000_7891000	gain	31	0.52
8	7887000	7890000	3001	*	8_7887000_7890000	gain	3	0.05
8	7890000	7926000	36001	*	8_7890000_7926000	gain	4	0.07
8	7890000	7928000	38001	*	8_7890000_7928000	gain	4	0.07
8	7987000	8063000	76001	*	8_7987000_8063000	gain	38	0.63
8	11959000	12091000	132001	*	8_11959000_12091000	gain	18	0.3
8	11973000	12010000	37001	*	8_11973000_12010000	gain	11	0.18
8	11979000	12009000	30001	*	8_11979000_12009000	gain	11	0.18
8	11998000	11999000	1001	*	8_11998000_11999000	gain	3	0.05
8	12206000	12456000	250001	*	8_12206000_12456000	gain	4	0.07
8	12217000	12353000	136001	*	8_12217000_12353000	gain	5	0.08
8	12230000	12251000	21001	*	8_12230000_12251000	gain	5	0.08
8	12232000	12456000	224001	*	8_12232000_12456000	gain	4	0.07
8	12332000	12395000	63001	*	8_12332000_12395000	gain	35	0.58
8	12332000	12396000	64001	*	8_12332000_12396000	gain	35	0.58
8	12332000	12456000	124001	*	8_12332000_12456000	gain	40	0.67
8	12340000	12396000	56001	*	8_12340000_12396000	gain	35	0.58
8	12353000	12395000	42001	*	8_12353000_12395000	gain	34	0.57
8	12395000	12456000	61001	*	8_12395000_12456000	gain	40	0.67
8	25580000	25588000	8001	*	8_25580000_25588000	gain	2	0.03
8	29523000	29525000	2001	*	8_29523000_29525000	gain	11	0.18
8	43091000	43098000	7001	*	8_43091000_43098000	gain	60	1
8	43092000	43098000	6001	*	8_43092000_43098000	gain	60	1
8	43097000	43098000	1001	*	8_43097000_43098000	gain	4	0.07
8	43511000	43514000	3001	*	8_43511000_43514000	gain	3	0.05
8	43630000	43636000	6001	*	8_43630000_43636000	gain	7	0.12
8	43765000	43791000	26001	*	8_43765000_43791000	gain	2	0.03
8	43819000	43821000	2001	*	8_43819000_43821000	gain	16	0.27
8	46940000	46942000	2001	*	8_46940000_46942000	gain	7	0.12
8	47525000	47545000	20001	*	8_47525000_47545000	gain	3	0.05
8	58116000	58118000	2001	*	8_58116000_58118000	gain	6	0.1
8	58116000	58128000	12001	*	8_58116000_58128000	gain	40	0.67
8	58118000	58126000	8001	*	8_58118000_58126000	gain	40	0.67
8	60135000	60137000	2001	*	8_60135000_60137000	gain	7	0.12
8	70602000	70603000	1001	*	8_70602000_70603000	gain	2	0.03
8	82754000	82755000	1001	*	8_82754000_82755000	gain	16	0.27
8	84570000	84571000	1001	*	8_84570000_84571000	gain	3	0.05
8	86554000	86841000	287001	*	8_86554000_86841000	gain	40	0.67
8	142723000	142725000	2001	*	8_142723000_142725000	gain	3	0.05
8	144153000	144155000	2001	*	8_144153000_144155000	gain	4	0.07
8	144751000	144752000	1001	*	8_144751000_144752000	gain	21	0.35
8	145180000	145181000	1001	*	8_145180000_145181000	gain	40	0.67
9	400000	401000	1001	*	9_400000_401000	gain	4	0.07
9	6594000	6595000	1001	*	9_6594000_6595000	gain	20	0.33
9	33714000	33715000	1001	*	9_33714000_33715000	gain	5	0.08
9	33794000	33803000	9001	*	9_33794000_33803000	gain	3	0.05
9	35914000	35915000	1001	*	9_35914000_35915000	gain	2	0.03
9	41892000	41988000	96001	*	9_41892000_41988000	gain	36	0.6
9	41902000	41969000	67001	*	9_41902000_41969000	gain	36	0.6
9	41947000	41967000	20001	*	9_41947000_41967000	gain	18	0.3
9	41967000	41986000	19001	*	9_41967000_41986000	gain	2	0.03
9	41967000	41988000	21001	*	9_41967000_41988000	gain	2	0.03
9	42407000	42526000	119001	*	9_42407000_42526000	gain	20	0.33
9	42867000	43204000	337001	*	9_42867000_43204000	gain	30	0.5
9	42870000	43165000	295001	*	9_42870000_43165000	gain	30	0.5
9	43046000	43052000	6001	*	9_43046000_43052000	gain	2	0.03
9	43392000	43911000	519001	*	9_43392000_43911000	gain	4	0.07
9	43392000	43914000	522001	*	9_43392000_43914000	gain	4	0.07
9	43843000	43866000	23001	*	9_43843000_43866000	gain	6	0.1
9	43846000	43866000	20001	*	9_43846000_43866000	gain	6	0.1
9	44069000	44071000	2001	*	9_44069000_44071000	gain	3	0.05
9	44069000	44076000	7001	*	9_44069000_44076000	gain	7	0.12
9	44874000	44883000	9001	*	9_44874000_44883000	gain	21	0.35
9	45379000	45479000	100001	*	9_45379000_45479000	gain	2	0.03
9	45601000	45738000	137001	*	9_45601000_45738000	gain	40	0.67
9	45657000	45683000	26001	*	9_45657000_45683000	gain	2	0.03
9	45676000	45733000	57001	*	9_45676000_45733000	gain	40	0.67
9	46013000	46124000	111001	*	9_46013000_46124000	gain	3	0.05
9	46617000	46960000	343001	*	9_46617000_46960000	gain	11	0.18
9	46662000	46908000	246001	*	9_46662000_46908000	gain	11	0.18
9	46877000	46909000	32001	*	9_46877000_46909000	gain	23	0.38
9	46878000	46908000	30001	*	9_46878000_46908000	gain	23	0.38
9	46908000	46960000	52001	*	9_46908000_46960000	gain	4	0.07
9	47160000	47218000	58001	*	9_47160000_47218000	gain	35	0.58
9	47160000	47274000	114001	*	9_47160000_47274000	gain	36	0.6
9	47212000	47213000	1001	*	9_47212000_47213000	gain	2	0.03
9	47217000	47272000	55001	*	9_47217000_47272000	gain	6	0.1
9	47217000	47273000	56001	*	9_47217000_47273000	gain	6	0.1
9	65594000	65644000	50001	*	9_65594000_65644000	gain	8	0.13
9	65595000	65644000	49001	*	9_65595000_65644000	gain	8	0.13
9	65598000	65610000	12001	*	9_65598000_65610000	gain	7	0.12
9	66404000	66537000	133001	*	9_66404000_66537000	gain	40	0.67
9	66404000	66589000	185001	*	9_66404000_66589000	gain	40	0.67
9	66404000	66914000	510001	*	9_66404000_66914000	gain	10	0.17
9	66537000	66588000	51001	*	9_66537000_66588000	gain	9	0.15
9	66537000	66589000	52001	*	9_66537000_66589000	gain	9	0.15
9	66537000	66768000	231001	*	9_66537000_66768000	gain	10	0.17
9	66538000	66589000	51001	*	9_66538000_66589000	gain	9	0.15
9	66540000	66768000	228001	*	9_66540000_66768000	gain	10	0.17
9	66767000	66914000	147001	*	9_66767000_66914000	gain	41	0.68
9	66768000	66863000	95001	*	9_66768000_66863000	gain	43	0.72
9	66797000	69003000	2206001	*	9_66797000_69003000	gain	13	0.22
9	66970000	66981000	11001	*	9_66970000_66981000	gain	40	0.67
9	66970000	66991000	21001	*	9_66970000_66991000	gain	40	0.67
9	67106000	67366000	260001	*	9_67106000_67366000	gain	40	0.67
9	67247000	67350000	103001	*	9_67247000_67350000	gain	40	0.67
9	67340000	67365000	25001	*	9_67340000_67365000	gain	2	0.03
9	67779000	67980000	201001	*	9_67779000_67980000	gain	24	0.4
9	67783000	67892000	109001	*	9_67783000_67892000	gain	25	0.42
9	67974000	67979000	5001	*	9_67974000_67979000	gain	11	0.18
9	68349000	68748000	399001	*	9_68349000_68748000	gain	40	0.67
9	68350000	68440000	90001	*	9_68350000_68440000	gain	8	0.13
9	68351000	68747000	396001	*	9_68351000_68747000	gain	40	0.67
9	68445000	68505000	60001	*	9_68445000_68505000	gain	3	0.05
9	68445000	68506000	61001	*	9_68445000_68506000	gain	3	0.05
9	68734000	68748000	14001	*	9_68734000_68748000	gain	12	0.2
9	68742000	68747000	5001	*	9_68742000_68747000	gain	12	0.2
9	68989000	69086000	97001	*	9_68989000_69086000	gain	40	0.67
9	68995000	69075000	80001	*	9_68995000_69075000	gain	40	0.67
9	69081000	69086000	5001	*	9_69081000_69086000	gain	11	0.18
9	69624000	69699000	75001	*	9_69624000_69699000	gain	3	0.05
9	69624000	69847000	223001	*	9_69624000_69847000	gain	16	0.27
9	69634000	69699000	65001	*	9_69634000_69699000	gain	3	0.05
9	69634000	69847000	213001	*	9_69634000_69847000	gain	16	0.27
9	69637000	69699000	62001	*	9_69637000_69699000	gain	3	0.05
9	69699000	69712000	13001	*	9_69699000_69712000	gain	40	0.67
9	69699000	69847000	148001	*	9_69699000_69847000	gain	40	0.67
9	69712000	69796000	84001	*	9_69712000_69796000	gain	10	0.17
9	69796000	69847000	51001	*	9_69796000_69847000	gain	40	0.67
9	69946000	70066000	120001	*	9_69946000_70066000	gain	36	0.6
9	70143000	70175000	32001	*	9_70143000_70175000	gain	14	0.23
9	70571000	70934000	363001	*	9_70571000_70934000	gain	2	0.03
9	72653000	72654000	1001	*	9_72653000_72654000	gain	20	0.33
9	79186000	79187000	1001	*	9_79186000_79187000	gain	20	0.33
9	105125000	105128000	3001	*	9_105125000_105128000	gain	6	0.1
9	115822000	115853000	31001	*	9_115822000_115853000	gain	13	0.22
9	117085000	117092000	7001	*	9_117085000_117092000	gain	4	0.07
9	118581000	118590000	9001	*	9_118581000_118590000	gain	2	0.03
9	130893000	130901000	8001	*	9_130893000_130901000	gain	21	0.35
9	132186000	132206000	20001	*	9_132186000_132206000	gain	20	0.33
9	134618000	134622000	4001	*	9_134618000_134622000	gain	3	0.05
9	135939000	135956000	17001	*	9_135939000_135956000	gain	4	0.07
9	138147000	138310000	163001	*	9_138147000_138310000	gain	2	0.03
9	139967000	139968000	1001	*	9_139967000_139968000	gain	2	0.03
9	139996000	139998000	2001	*	9_139996000_139998000	gain	13	0.22
9	140222000	140223000	1001	*	9_140222000_140223000	gain	18	0.3
9	140249000	140251000	2001	*	9_140249000_140251000	gain	10	0.17
9	140777000	140785000	8001	*	9_140777000_140785000	gain	21	0.35
9	141034000	141213431	179432	*	9_141034000_141213431	gain	18	0.3
9	141059000	141213431	154432	*	9_141059000_141213431	gain	18	0.3
9	141081000	141088000	7001	*	9_141081000_141088000	gain	3	0.05
10	1281000	1283000	2001	*	10_1281000_1283000	gain	16	0.27
10	2434000	2435000	1001	*	10_2434000_2435000	gain	4	0.07
10	4538000	4539000	1001	*	10_4538000_4539000	gain	7	0.12
10	5423000	5424000	1001	*	10_5423000_5424000	gain	6	0.1
10	6509000	6510000	1001	*	10_6509000_6510000	gain	2	0.03
10	10235000	10236000	1001	*	10_10235000_10236000	gain	8	0.13
10	12735000	12737000	2001	*	10_12735000_12737000	gain	7	0.12
10	19526000	19528000	2001	*	10_19526000_19528000	gain	20	0.33
10	20058000	20059000	1001	*	10_20058000_20059000	gain	19	0.32
10	21956000	21958000	2001	*	10_21956000_21958000	gain	3	0.05
10	35310000	35311000	1001	*	10_35310000_35311000	gain	20	0.33
10	37456000	37478000	22001	*	10_37456000_37478000	gain	9	0.15
10	38560000	38570000	10001	*	10_38560000_38570000	gain	31	0.52
10	38772000	38804000	32001	*	10_38772000_38804000	gain	6	0.1
10	38772000	38888000	116001	*	10_38772000_38888000	gain	60	1
10	38772000	42410000	3638001	*	10_38772000_42410000	gain	47	0.78
10	38772000	42455000	3683001	*	10_38772000_42455000	gain	30	0.5
10	38773000	38782000	9001	*	10_38773000_38782000	gain	5	0.08
10	38773000	38786000	13001	*	10_38773000_38786000	gain	6	0.1
10	38773000	38888000	115001	*	10_38773000_38888000	gain	60	1
10	38773000	39155000	382001	*	10_38773000_39155000	gain	41	0.68
10	38773000	42410000	3637001	*	10_38773000_42410000	gain	47	0.78
10	38782000	38804000	22001	*	10_38782000_38804000	gain	6	0.1
10	38783000	38804000	21001	*	10_38783000_38804000	gain	6	0.1
10	38786000	38804000	18001	*	10_38786000_38804000	gain	6	0.1
10	38804000	38888000	84001	*	10_38804000_38888000	gain	60	1
10	38887000	39076000	189001	*	10_38887000_39076000	gain	23	0.38
10	38887000	39077000	190001	*	10_38887000_39077000	gain	23	0.38
10	38888000	39076000	188001	*	10_38888000_39076000	gain	23	0.38
10	38889000	39076000	187001	*	10_38889000_39076000	gain	23	0.38
10	38889000	39103000	214001	*	10_38889000_39103000	gain	23	0.38
10	38890000	39076000	186001	*	10_38890000_39076000	gain	23	0.38
10	38909000	39076000	167001	*	10_38909000_39076000	gain	23	0.38
10	39076000	39095000	19001	*	10_39076000_39095000	gain	15	0.25
10	39076000	42410000	3334001	*	10_39076000_42410000	gain	47	0.78
10	39077000	39155000	78001	*	10_39077000_39155000	gain	20	0.33
10	39095000	39104000	9001	*	10_39095000_39104000	gain	15	0.25
10	39104000	42410000	3306001	*	10_39104000_42410000	gain	47	0.78
10	42355000	42410000	55001	*	10_42355000_42410000	gain	14	0.23
10	42355000	42455000	100001	*	10_42355000_42455000	gain	14	0.23
10	42400000	42409000	9001	*	10_42400000_42409000	gain	6	0.1
10	42400000	42410000	10001	*	10_42400000_42410000	gain	6	0.1
10	42403000	42408000	5001	*	10_42403000_42408000	gain	6	0.1
10	42403000	42410000	7001	*	10_42403000_42410000	gain	6	0.1
10	42410000	42527000	117001	*	10_42410000_42527000	gain	3	0.05
10	42525000	42818000	293001	*	10_42525000_42818000	gain	24	0.4
10	42525000	42819000	294001	*	10_42525000_42819000	gain	24	0.4
10	42527000	42603000	76001	*	10_42527000_42603000	gain	41	0.68
10	42527000	42682000	155001	*	10_42527000_42682000	gain	42	0.7
10	42527000	42818000	291001	*	10_42527000_42818000	gain	24	0.4
10	42527000	42819000	292001	*	10_42527000_42819000	gain	24	0.4
10	42602000	42622000	20001	*	10_42602000_42622000	gain	40	0.67
10	42602000	42639000	37001	*	10_42602000_42639000	gain	37	0.62
10	42603000	42613000	10001	*	10_42603000_42613000	gain	48	0.8
10	42603000	42622000	19001	*	10_42603000_42622000	gain	40	0.67
10	42603000	42639000	36001	*	10_42603000_42639000	gain	38	0.63
10	42613000	42617000	4001	*	10_42613000_42617000	gain	3	0.05
10	42617000	42622000	5001	*	10_42617000_42622000	gain	3	0.05
10	42619000	42622000	3001	*	10_42619000_42622000	gain	3	0.05
10	42622000	42628000	6001	*	10_42622000_42628000	gain	33	0.55
10	42628000	42635000	7001	*	10_42628000_42635000	gain	31	0.52
10	42628000	42639000	11001	*	10_42628000_42639000	gain	37	0.62
10	42628000	42640000	12001	*	10_42628000_42640000	gain	37	0.62
10	42631000	42639000	8001	*	10_42631000_42639000	gain	31	0.52
10	42631000	42640000	9001	*	10_42631000_42640000	gain	31	0.52
10	42635000	42663000	28001	*	10_42635000_42663000	gain	55	0.92
10	42635000	42669000	34001	*	10_42635000_42669000	gain	55	0.92
10	42639000	42663000	24001	*	10_42639000_42663000	gain	55	0.92
10	42640000	42663000	23001	*	10_42640000_42663000	gain	55	0.92
10	42641000	42818000	177001	*	10_42641000_42818000	gain	35	0.58
10	42663000	42677000	14001	*	10_42663000_42677000	gain	27	0.45
10	42663000	42681000	18001	*	10_42663000_42681000	gain	27	0.45
10	42663000	42682000	19001	*	10_42663000_42682000	gain	27	0.45
10	42663000	42758000	95001	*	10_42663000_42758000	gain	31	0.52
10	42663000	42790000	127001	*	10_42663000_42790000	gain	39	0.65
10	42663000	42818000	155001	*	10_42663000_42818000	gain	39	0.65
10	42663000	42819000	156001	*	10_42663000_42819000	gain	39	0.65
10	42758000	42761000	3001	*	10_42758000_42761000	gain	10	0.17
10	42761000	42790000	29001	*	10_42761000_42790000	gain	25	0.42
10	42790000	42818000	28001	*	10_42790000_42818000	gain	52	0.87
10	46900000	46947000	47001	*	10_46900000_46947000	gain	7	0.12
10	46900000	47150000	250001	*	10_46900000_47150000	gain	59	0.98
10	46900000	47749000	849001	*	10_46900000_47749000	gain	6	0.1
10	46900000	47751000	851001	*	10_46900000_47751000	gain	6	0.1
10	46905000	46947000	42001	*	10_46905000_46947000	gain	7	0.12
10	46947000	47150000	203001	*	10_46947000_47150000	gain	59	0.98
10	46947000	47751000	804001	*	10_46947000_47751000	gain	6	0.1
10	46965000	47704000	739001	*	10_46965000_47704000	gain	6	0.1
10	47150000	47161000	11001	*	10_47150000_47161000	gain	2	0.03
10	47150000	47172000	22001	*	10_47150000_47172000	gain	2	0.03
10	47326000	47429000	103001	*	10_47326000_47429000	gain	10	0.17
10	47333000	47371000	38001	*	10_47333000_47371000	gain	9	0.15
10	48357000	48360000	3001	*	10_48357000_48360000	gain	9	0.15
10	48875000	49000000	125001	*	10_48875000_49000000	gain	3	0.05
10	56446000	56469000	23001	*	10_56446000_56469000	gain	2	0.03
10	69485000	69487000	2001	*	10_69485000_69487000	gain	29	0.48
10	78376000	78377000	1001	*	10_78376000_78377000	gain	2	0.03
10	81463000	81475000	12001	*	10_81463000_81475000	gain	5	0.08
10	88986000	89126000	140001	*	10_88986000_89126000	gain	3	0.05
10	91548000	91549000	1001	*	10_91548000_91549000	gain	7	0.12
10	98561000	98562000	1001	*	10_98561000_98562000	gain	25	0.42
10	110308000	110309000	1001	*	10_110308000_110309000	gain	2	0.03
10	110332000	110333000	1001	*	10_110332000_110333000	gain	7	0.12
10	120265000	120266000	1001	*	10_120265000_120266000	gain	8	0.13
10	125014000	125016000	2001	*	10_125014000_125016000	gain	3	0.05
10	126676000	126678000	2001	*	10_126676000_126678000	gain	23	0.38
10	127573000	127617000	44001	*	10_127573000_127617000	gain	60	1
10	127574000	127595000	21001	*	10_127574000_127595000	gain	60	1
10	127595000	127616000	21001	*	10_127595000_127616000	gain	51	0.85
10	127595000	127617000	22001	*	10_127595000_127617000	gain	51	0.85
10	130262000	130263000	1001	*	10_130262000_130263000	gain	18	0.3
10	134177000	134179000	2001	*	10_134177000_134179000	gain	12	0.2
10	134924000	134926000	2001	*	10_134924000_134926000	gain	2	0.03
10	135242000	135387000	145001	*	10_135242000_135387000	gain	2	0.03
10	135442000	135534747	92748	*	10_135442000_135534747	gain	6	0.1
11	131000	136000	5001	*	11_131000_136000	gain	13	0.22
11	135000	189000	54001	*	11_135000_189000	gain	3	0.05
11	135000	197000	62001	*	11_135000_197000	gain	7	0.12
11	161000	189000	28001	*	11_161000_189000	gain	23	0.38
11	163000	189000	26001	*	11_163000_189000	gain	23	0.38
11	163000	197000	34001	*	11_163000_197000	gain	34	0.57
11	175000	189000	14001	*	11_175000_189000	gain	36	0.6
11	177000	189000	12001	*	11_177000_189000	gain	36	0.6
11	183000	189000	6001	*	11_183000_189000	gain	33	0.55
11	189000	191000	2001	*	11_189000_191000	gain	6	0.1
11	189000	196000	7001	*	11_189000_196000	gain	58	0.97
11	189000	197000	8001	*	11_189000_197000	gain	58	0.97
11	519000	520000	1001	*	11_519000_520000	gain	6	0.1
11	585000	586000	1001	*	11_585000_586000	gain	24	0.4
11	642000	643000	1001	*	11_642000_643000	gain	7	0.12
11	964000	965000	1001	*	11_964000_965000	gain	23	0.38
11	1014000	1019000	5001	*	11_1014000_1019000	gain	59	0.98
11	1078000	1080000	2001	*	11_1078000_1080000	gain	7	0.12
11	1092000	1094000	2001	*	11_1092000_1094000	gain	51	0.85
11	1691000	1692000	1001	*	11_1691000_1692000	gain	9	0.15
11	3674000	3676000	2001	*	11_3674000_3676000	gain	20	0.33
11	4292000	4304000	12001	*	11_4292000_4304000	gain	3	0.05
11	4315000	4374000	59001	*	11_4315000_4374000	gain	5	0.08
11	4322000	4374000	52001	*	11_4322000_4374000	gain	5	0.08
11	4354000	4363000	9001	*	11_4354000_4363000	gain	2	0.03
11	4363000	4367000	4001	*	11_4363000_4367000	gain	10	0.17
11	4363000	4368000	5001	*	11_4363000_4368000	gain	10	0.17
11	18942000	18966000	24001	*	11_18942000_18966000	gain	24	0.4
11	42968000	42975000	7001	*	11_42968000_42975000	gain	9	0.15
11	48340000	48389000	49001	*	11_48340000_48389000	gain	60	1
11	48738000	48739000	1001	*	11_48738000_48739000	gain	42	0.7
11	48763000	48765000	2001	*	11_48763000_48765000	gain	48	0.8
11	48802000	48964000	162001	*	11_48802000_48964000	gain	12	0.2
11	48809000	48964000	155001	*	11_48809000_48964000	gain	12	0.2
11	48816000	48818000	2001	*	11_48816000_48818000	gain	21	0.35
11	48816000	48964000	148001	*	11_48816000_48964000	gain	13	0.22
11	48817000	48900000	83001	*	11_48817000_48900000	gain	48	0.8
11	48817000	48901000	84001	*	11_48817000_48901000	gain	48	0.8
11	48817000	48964000	147001	*	11_48817000_48964000	gain	13	0.22
11	48818000	48828000	10001	*	11_48818000_48828000	gain	5	0.08
11	48818000	48829000	11001	*	11_48818000_48829000	gain	5	0.08
11	48826000	48869000	43001	*	11_48826000_48869000	gain	48	0.8
11	48826000	48964000	138001	*	11_48826000_48964000	gain	39	0.65
11	48827000	48964000	137001	*	11_48827000_48964000	gain	39	0.65
11	48828000	48830000	2001	*	11_48828000_48830000	gain	12	0.2
11	48829000	48830000	1001	*	11_48829000_48830000	gain	12	0.2
11	48830000	48894000	64001	*	11_48830000_48894000	gain	50	0.83
11	48847000	48850000	3001	*	11_48847000_48850000	gain	7	0.12
11	48861000	48862000	1001	*	11_48861000_48862000	gain	2	0.03
11	48877000	48881000	4001	*	11_48877000_48881000	gain	38	0.63
11	48877000	48900000	23001	*	11_48877000_48900000	gain	45	0.75
11	48881000	48894000	13001	*	11_48881000_48894000	gain	44	0.73
11	48881000	48897000	16001	*	11_48881000_48897000	gain	44	0.73
11	48881000	48898000	17001	*	11_48881000_48898000	gain	44	0.73
11	48881000	48900000	19001	*	11_48881000_48900000	gain	44	0.73
11	48881000	48901000	20001	*	11_48881000_48901000	gain	44	0.73
11	48881000	48964000	83001	*	11_48881000_48964000	gain	14	0.23
11	48882000	48884000	2001	*	11_48882000_48884000	gain	12	0.2
11	48932000	48962000	30001	*	11_48932000_48962000	gain	44	0.73
11	48932000	48964000	32001	*	11_48932000_48964000	gain	43	0.72
11	48934000	48962000	28001	*	11_48934000_48962000	gain	44	0.73
11	48935000	48937000	2001	*	11_48935000_48937000	gain	11	0.18
11	48939000	48946000	7001	*	11_48939000_48946000	gain	19	0.32
11	48946000	48949000	3001	*	11_48946000_48949000	gain	32	0.53
11	48946000	48964000	18001	*	11_48946000_48964000	gain	32	0.53
11	48947000	48964000	17001	*	11_48947000_48964000	gain	32	0.53
11	48949000	48962000	13001	*	11_48949000_48962000	gain	43	0.72
11	48953000	48962000	9001	*	11_48953000_48962000	gain	43	0.72
11	48954000	48964000	10001	*	11_48954000_48964000	gain	34	0.57
11	48955000	48957000	2001	*	11_48955000_48957000	gain	14	0.23
11	48957000	48962000	5001	*	11_48957000_48962000	gain	28	0.47
11	48962000	48964000	2001	*	11_48962000_48964000	gain	41	0.68
